field	occupation	count	expected	diff
LANGUAGE AND DRAMA EDUCATION	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	203	2150.79890854452	0.0943835331111329
LANGUAGE AND DRAMA EDUCATION	CMS-CLERGY	594	682.144672722587	0.870783022652977
LANGUAGE AND DRAMA EDUCATION	CMS-COUNSELORS	1243	972.821258548635	1.27772701210749
LANGUAGE AND DRAMA EDUCATION	CMS-SOCIAL WORKERS	766	1304.25202057314	0.587309805096861
LANGUAGE AND DRAMA EDUCATION	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	31560	6017.43413331595	5.24476035811772
LANGUAGE AND DRAMA EDUCATION	EDU-OTHER TEACHERS AND INSTRUCTORS	1513	548.591987730107	2.75796955449586
LANGUAGE AND DRAMA EDUCATION	EDU-POSTSECONDARY TEACHERS	3780	2026.10735212623	1.86564645552133
LANGUAGE AND DRAMA EDUCATION	EDU-SECONDARY SCHOOL TEACHERS	13592	1468.58408339383	9.25517316556332
LANGUAGE AND DRAMA EDUCATION	EDU-SPECIAL EDUCATION TEACHERS	670	402.999392265226	1.66253352451473
LANGUAGE AND DRAMA EDUCATION	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	16	482.227790748946	0.0331793403593569
LANGUAGE AND DRAMA EDUCATION	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	114	954.90169769623	0.119384016464766
LANGUAGE AND DRAMA EDUCATION	ENT-DESIGNERS	179	782.19080424453	0.228844418815285
LANGUAGE AND DRAMA EDUCATION	FIN-ACCOUNTANTS AND AUDITORS	343	1771.00681639962	0.193675143892051
LANGUAGE AND DRAMA EDUCATION	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	179	369.519145955227	0.484413330024552
LANGUAGE AND DRAMA EDUCATION	FIN-PERSONAL FINANCIAL ADVISORS	96	582.168693628742	0.164900656889703
LANGUAGE AND DRAMA EDUCATION	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	664	2237.91507066256	0.29670473589662
LANGUAGE AND DRAMA EDUCATION	MED-PHARMACISTS	72	488.265284092171	0.147460821700378
LANGUAGE AND DRAMA EDUCATION	MED-PHYSICAL THERAPISTS	66	351.915271029265	0.187545143485721
LANGUAGE AND DRAMA EDUCATION	MED-PHYSICIANS AND SURGEONS	55	1733.61995674989	0.0317255231089469
LANGUAGE AND DRAMA EDUCATION	MED-REGISTERED NURSES	558	2733.75243246261	0.204115044717983
LANGUAGE AND DRAMA EDUCATION	MGR-ARCHITECTURAL AND ENGINEERING MANAGERS	64	358.079915648418	0.178731051933219
LANGUAGE AND DRAMA EDUCATION	MGR-CHIEF EXECUTIVES AND LEGISLATORS	314	1415.55761680489	0.221820713104381
LANGUAGE AND DRAMA EDUCATION	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	150	1017.00851919716	0.14749138986408
LANGUAGE AND DRAMA EDUCATION	MGR-CONSTRUCTION MANAGERS	34	526.428204977744	0.0645862050674839
LANGUAGE AND DRAMA EDUCATION	MGR-EDUCATION ADMINISTRATORS	4861	1391.28049215606	3.49390365739041
LANGUAGE AND DRAMA EDUCATION	MGR-FINANCIAL MANAGERS	263	1355.57729078069	0.194013282598246
LANGUAGE AND DRAMA EDUCATION	MGR-FOOD SERVICE MANAGERS	113	437.536309523458	0.258264280107572
LANGUAGE AND DRAMA EDUCATION	MGR-GENERAL AND OPERATIONS MANAGERS	449	1227.11504135211	0.365898864303109
LANGUAGE AND DRAMA EDUCATION	MGR-HUMAN RESOURCES MANAGERS	325	448.984308883779	0.723856031423422
LANGUAGE AND DRAMA EDUCATION	MGR-MARKETING AND SALES MANAGERS	378	1364.42965030137	0.277038834443761
LANGUAGE AND DRAMA EDUCATION	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	301	765.893518291903	0.393005023297874
LANGUAGE AND DRAMA EDUCATION	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	1482	4167.11122789749	0.355642054879284
LANGUAGE AND DRAMA EDUCATION	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	180	402.59601580366	0.447098314275876
LANGUAGE AND DRAMA EDUCATION	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	405	469.354820192875	0.862886631980408
LANGUAGE AND DRAMA EDUCATION	OFF-CUSTOMER SERVICE REPRESENTATIVES	659	939.941692404229	0.701107319023563
LANGUAGE AND DRAMA EDUCATION	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	633	908.070567413739	0.697082388434675
LANGUAGE AND DRAMA EDUCATION	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	1168	1022.61194439153	1.14217324216272
LANGUAGE AND DRAMA EDUCATION	PRT-POLICE OFFICERS	207	644.81919644744	0.321020219528891
LANGUAGE AND DRAMA EDUCATION	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	139	1014.48741631238	0.137015006558938
LANGUAGE AND DRAMA EDUCATION	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	1108	1500.5472834462	0.738397258269219
LANGUAGE AND DRAMA EDUCATION	SAL-INSURANCE SALES AGENTS	248	528.528393293942	0.469227392788479
LANGUAGE AND DRAMA EDUCATION	SAL-REAL ESTATE BROKERS AND SALES AGENTS	144	556.799821817629	0.258620772416779
LANGUAGE AND DRAMA EDUCATION	SAL-RETAIL SALESPERSONS	265	1024.21229665753	0.258735421225478
LANGUAGE AND DRAMA EDUCATION	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	325	677.418152879452	0.479762756014946
LANGUAGE AND DRAMA EDUCATION	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	460	1516.72618717641	0.303284801099367
LANGUAGE AND DRAMA EDUCATION	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	80	464.878218374841	0.172088079926976
ART AND MUSIC EDUCATION	BUS-HUMAN RESOURCES WORKERS	280	962.580065001967	0.290884893818602
ART AND MUSIC EDUCATION	BUS-MANAGEMENT ANALYSTS	198	1367.09931583395	0.144832198880311
ART AND MUSIC EDUCATION	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	66	537.830023277333	0.1227153508423
ART AND MUSIC EDUCATION	CMM-COMPUTER OCCUPATIONS, ALL OTHER	269	504.525130712613	0.533174630211289
ART AND MUSIC EDUCATION	CMM-COMPUTER PROGRAMMERS	302	977.472845568922	0.308959989394105
ART AND MUSIC EDUCATION	CMM-COMPUTER SUPPORT SPECIALISTS	146	646.22113947862	0.225928851720627
ART AND MUSIC EDUCATION	CMM-COMPUTER SYSTEMS ANALYSTS	224	1043.20816267516	0.214722246253887
ART AND MUSIC EDUCATION	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	530	2631.68200924213	0.201392112777573
ART AND MUSIC EDUCATION	CMS-CLERGY	2807	834.660951227294	3.36304219799975
ART AND MUSIC EDUCATION	CMS-COUNSELORS	1038	1190.32801911883	0.872028536107558
ART AND MUSIC EDUCATION	CMS-SOCIAL WORKERS	698	1595.86122367097	0.437381389839391
ART AND MUSIC EDUCATION	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	38874	7362.83298616865	5.27976121053217
ART AND MUSIC EDUCATION	EDU-OTHER TEACHERS AND INSTRUCTORS	2173	671.248092412643	3.23725314762484
ART AND MUSIC EDUCATION	EDU-POSTSECONDARY TEACHERS	4105	2479.11148094831	1.65583517786371
ART AND MUSIC EDUCATION	EDU-SECONDARY SCHOOL TEACHERS	18750	1796.93522066286	10.434432907984
ART AND MUSIC EDUCATION	EDU-SPECIAL EDUCATION TEACHERS	334	493.103398065982	0.67734272631256
ART AND MUSIC EDUCATION	ENG-CIVIL ENGINEERS	22	768.265759477783	0.0286359241298925
ART AND MUSIC EDUCATION	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	93	590.045957448147	0.157614841396779
ART AND MUSIC EDUCATION	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	87	1168.40194052475	0.0744606774282885
ART AND MUSIC EDUCATION	ENT-DESIGNERS	524	957.075744806831	0.547501075900487
ART AND MUSIC EDUCATION	FIN-ACCOUNTANTS AND AUDITORS	553	2166.97468017503	0.255194490761347
ART AND MUSIC EDUCATION	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	211	452.137521837858	0.466672173418218
ART AND MUSIC EDUCATION	FIN-PERSONAL FINANCIAL ADVISORS	167	712.331994999728	0.23444124533542
ART AND MUSIC EDUCATION	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	259	2738.27590588652	0.0945850633397543
ART AND MUSIC EDUCATION	MED-PHARMACISTS	36	597.433334552145	0.0602577692237189
ART AND MUSIC EDUCATION	MED-PHYSICIANS AND SURGEONS	220	2121.22873640902	0.103713473339246
ART AND MUSIC EDUCATION	MED-REGISTERED NURSES	333	3344.97430961703	0.0995523340919546
ART AND MUSIC EDUCATION	MGR-CHIEF EXECUTIVES AND LEGISLATORS	220	1732.05291224184	0.127016904879221
ART AND MUSIC EDUCATION	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	374	1244.39482119151	0.300547698874135
ART AND MUSIC EDUCATION	MGR-CONSTRUCTION MANAGERS	130	644.128854024329	0.201822972512096
ART AND MUSIC EDUCATION	MGR-EDUCATION ADMINISTRATORS	3052	1702.3478236254	1.7928181054682
ART AND MUSIC EDUCATION	MGR-FINANCIAL MANAGERS	492	1658.6619763067	0.296624633004203
ART AND MUSIC EDUCATION	MGR-FOOD SERVICE MANAGERS	204	535.362199408169	0.381050436929461
ART AND MUSIC EDUCATION	MGR-GENERAL AND OPERATIONS MANAGERS	607	1501.47769034444	0.404268410981687
ART AND MUSIC EDUCATION	MGR-HUMAN RESOURCES MANAGERS	92	549.369782282924	0.167464616669834
ART AND MUSIC EDUCATION	MGR-MARKETING AND SALES MANAGERS	571	1669.49357715853	0.342019884240489
ART AND MUSIC EDUCATION	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	387	937.134654977085	0.412960931435689
ART AND MUSIC EDUCATION	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	1304	5098.80844992149	0.255746026313281
ART AND MUSIC EDUCATION	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	150	492.609833292149	0.304500620699223
ART AND MUSIC EDUCATION	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	522	574.294803361482	0.90894083830223
ART AND MUSIC EDUCATION	OFF-CUSTOMER SERVICE REPRESENTATIVES	309	1150.09712521695	0.26867296093946
ART AND MUSIC EDUCATION	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	606	1111.10014324966	0.545405383737614
ART AND MUSIC EDUCATION	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	1228	1251.25107968019	0.981417734571598
ART AND MUSIC EDUCATION	PRT-POLICE OFFICERS	245	788.990115144263	0.310523535463056
ART AND MUSIC EDUCATION	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	380	1241.31004135506	0.306128193070265
ART AND MUSIC EDUCATION	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	1342	1836.04486415462	0.730918958572347
ART AND MUSIC EDUCATION	SAL-INSURANCE SALES AGENTS	587	646.698609748958	0.907687122178703
ART AND MUSIC EDUCATION	SAL-REAL ESTATE BROKERS AND SALES AGENTS	171	681.291062593242	0.25099404555391
ART AND MUSIC EDUCATION	SAL-RETAIL SALESPERSONS	1208	1253.20924427203	0.963925222800052
ART AND MUSIC EDUCATION	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	200	828.877659638253	0.241290132113448
ART AND MUSIC EDUCATION	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	492	1855.84110345291	0.265108903496427
ART AND MUSIC EDUCATION	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	226	568.817307338837	0.397315618009799
GENERAL ENGINEERING	BUS-HUMAN RESOURCES WORKERS	531	2395.10151972027	0.221702502222961
GENERAL ENGINEERING	BUS-MANAGEMENT ANALYSTS	4662	3401.63043887238	1.37051925062895
GENERAL ENGINEERING	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	1370	1338.23414065831	1.02373714612158
GENERAL ENGINEERING	CMM-COMPUTER OCCUPATIONS, ALL OTHER	2503	1255.36456783403	1.99384311468867
GENERAL ENGINEERING	CMM-COMPUTER PROGRAMMERS	3913	2432.15788798061	1.60885936695866
GENERAL ENGINEERING	CMM-COMPUTER SUPPORT SPECIALISTS	2146	1607.93401974042	1.33463187771003
GENERAL ENGINEERING	CMM-COMPUTER SYSTEMS ANALYSTS	4576	2595.7211733891	1.7629012110054
GENERAL ENGINEERING	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	17348	6548.17797389502	2.64928657546566
GENERAL ENGINEERING	CMS-CLERGY	533	2076.81187822186	0.256643370345294
GENERAL ENGINEERING	CMS-COUNSELORS	162	2961.78629831826	0.0546967213981596
GENERAL ENGINEERING	CMS-SOCIAL WORKERS	383	3970.83814744198	0.096453188414826
GENERAL ENGINEERING	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	2216	18320.2760121394	0.12095887630359
GENERAL ENGINEERING	EDU-OTHER TEACHERS AND INSTRUCTORS	770	1670.20633888109	0.46102088231556
GENERAL ENGINEERING	EDU-POSTSECONDARY TEACHERS	3342	6168.55043176396	0.541780445336219
GENERAL ENGINEERING	EDU-SECONDARY SCHOOL TEACHERS	714	4471.1525142999	0.159690370148735
GENERAL ENGINEERING	ENG-CIVIL ENGINEERS	15035	1911.60668600645	7.86511164145889
GENERAL ENGINEERING	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	7921	1468.15835977859	5.39519456279535
GENERAL ENGINEERING	ENG-MECHANICAL ENGINEERS	8575	1262.81321822642	6.79039455418696
GENERAL ENGINEERING	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	17390	2907.22960628655	5.98163968968812
GENERAL ENGINEERING	ENT-DESIGNERS	2218	2381.40561416007	0.931382703900399
GENERAL ENGINEERING	FIN-ACCOUNTANTS AND AUDITORS	2672	5391.88846558126	0.495559212149236
GENERAL ENGINEERING	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	47	1125.01318596723	0.0417772881120425
GENERAL ENGINEERING	FIN-PERSONAL FINANCIAL ADVISORS	1147	1772.43172365691	0.647133531120447
GENERAL ENGINEERING	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	2075	6813.40599297454	0.304546654366345
GENERAL ENGINEERING	MED-PHARMACISTS	141	1486.53970671465	0.0948511495273943
GENERAL ENGINEERING	MED-PHYSICIANS AND SURGEONS	2035	5278.06294247033	0.385558115198896
GENERAL ENGINEERING	MED-REGISTERED NURSES	477	8322.99913916527	0.0573110716490882
GENERAL ENGINEERING	MGR-ARCHITECTURAL AND ENGINEERING MANAGERS	5463	1090.18607329028	5.01107116834852
GENERAL ENGINEERING	MGR-CHIEF EXECUTIVES AND LEGISLATORS	6974	4309.71169378817	1.61820569344627
GENERAL ENGINEERING	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	4257	3096.31586579942	1.37485973153482
GENERAL ENGINEERING	MGR-CONSTRUCTION MANAGERS	4235	1602.72797376725	2.64236980280911
GENERAL ENGINEERING	MGR-EDUCATION ADMINISTRATORS	1153	4235.79918980492	0.272203649968851
GENERAL ENGINEERING	MGR-FINANCIAL MANAGERS	2972	4127.09961965219	0.720118309199055
GENERAL ENGINEERING	MGR-FOOD SERVICE MANAGERS	1102	1332.09367617713	0.827269147589186
GENERAL ENGINEERING	MGR-GENERAL AND OPERATIONS MANAGERS	4961	3735.99207870848	1.32789360777098
GENERAL ENGINEERING	MGR-HUMAN RESOURCES MANAGERS	628	1366.94748652574	0.459417794897253
GENERAL ENGINEERING	MGR-MARKETING AND SALES MANAGERS	3360	4154.05091919025	0.808849016384943
GENERAL ENGINEERING	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	906	2331.78799138497	0.388543042226528
GENERAL ENGINEERING	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	21075	12686.9071064178	1.66116137079139
GENERAL ENGINEERING	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	1333	1225.71680345859	1.08752690363605
GENERAL ENGINEERING	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	428	1428.96617778567	0.299517236064489
GENERAL ENGINEERING	OFF-CUSTOMER SERVICE REPRESENTATIVES	1672	2861.68337843919	0.584271486006233
GENERAL ENGINEERING	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	1907	2764.65069080071	0.689779727451821
GENERAL ENGINEERING	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	452	3113.37567798844	0.145180038244546
GENERAL ENGINEERING	PRT-POLICE OFFICERS	833	1963.17323881254	0.424313037449438
GENERAL ENGINEERING	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	4058	3088.64028519795	1.31384674979719
GENERAL ENGINEERING	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	3578	4568.46552749078	0.783195140352784
GENERAL ENGINEERING	SAL-INSURANCE SALES AGENTS	761	1609.12206612917	0.472928695726997
GENERAL ENGINEERING	SAL-REAL ESTATE BROKERS AND SALES AGENTS	720	1695.19535955233	0.424729808244721
GENERAL ENGINEERING	SAL-RETAIL SALESPERSONS	2274	3118.2480030659	0.729255658229934
GENERAL ENGINEERING	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	1279	2062.42183319858	0.620144715020021
GENERAL ENGINEERING	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	3262	4617.72273169851	0.706408805710202
GENERAL ENGINEERING	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	989	1415.33701640461	0.698773499553033
CHEMICAL ENGINEERING	BUS-HUMAN RESOURCES WORKERS	221	1311.05482351512	0.168566558801461
CHEMICAL ENGINEERING	BUS-MANAGEMENT ANALYSTS	3048	1862.01877372628	1.63693301217384
CHEMICAL ENGINEERING	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	1147	732.536099475066	1.56579314087311
CHEMICAL ENGINEERING	CMM-COMPUTER OCCUPATIONS, ALL OTHER	483	687.174116995677	0.702878627198117
CHEMICAL ENGINEERING	CMM-COMPUTER PROGRAMMERS	1849	1331.33911207227	1.38882722157992
CHEMICAL ENGINEERING	CMM-COMPUTER SUPPORT SPECIALISTS	811	880.167139103541	0.921415903831643
CHEMICAL ENGINEERING	CMM-COMPUTER SYSTEMS ANALYSTS	1397	1420.87203271015	0.983199026963312
CHEMICAL ENGINEERING	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	4131	3584.40769513319	1.1524916670637
CHEMICAL ENGINEERING	CMS-CLERGY	244	1136.82622972669	0.21463262688675
CHEMICAL ENGINEERING	CMS-COUNSELORS	114	1621.25245241573	0.0703160077445898
CHEMICAL ENGINEERING	CMS-SOCIAL WORKERS	152	2173.59742947751	0.0699301526302127
CHEMICAL ENGINEERING	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	1140	10028.3374362557	0.113677866071651
CHEMICAL ENGINEERING	EDU-OTHER TEACHERS AND INSTRUCTORS	447	914.254389146445	0.488923001416841
CHEMICAL ENGINEERING	EDU-POSTSECONDARY TEACHERS	5121	3376.60334272801	1.51661284439251
CHEMICAL ENGINEERING	EDU-SECONDARY SCHOOL TEACHERS	461	2447.46455308052	0.188358192734501
CHEMICAL ENGINEERING	ENG-CIVIL ENGINEERS	3013	1046.39454558286	2.87941103355208
CHEMICAL ENGINEERING	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	1627	803.65532877144	2.02449973483934
CHEMICAL ENGINEERING	ENG-MECHANICAL ENGINEERS	2202	691.251434364153	3.18552684382566
CHEMICAL ENGINEERING	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	9291	1591.38866014878	5.83829722597834
CHEMICAL ENGINEERING	ENT-DESIGNERS	399	1303.55782061179	0.306085387000892
CHEMICAL ENGINEERING	FIN-ACCOUNTANTS AND AUDITORS	1078	2951.46628335047	0.365242186936409
CHEMICAL ENGINEERING	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	13	615.821063047347	0.0211100281884975
CHEMICAL ENGINEERING	FIN-PERSONAL FINANCIAL ADVISORS	409	970.211551167572	0.421557545370184
CHEMICAL ENGINEERING	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	2674	3729.5908829365	0.716968719607825
CHEMICAL ENGINEERING	MED-PHARMACISTS	297	813.717095825905	0.364991717051921
CHEMICAL ENGINEERING	MED-PHYSICAL THERAPISTS	135	586.483376247292	0.230185552511001
CHEMICAL ENGINEERING	MED-PHYSICIANS AND SURGEONS	3823	2889.15932062467	1.323222285704
CHEMICAL ENGINEERING	MED-REGISTERED NURSES	390	4555.92720294764	0.0856027725262322
CHEMICAL ENGINEERING	MGR-ARCHITECTURAL AND ENGINEERING MANAGERS	3556	596.757046892591	5.95887391446261
CHEMICAL ENGINEERING	MGR-CHIEF EXECUTIVES AND LEGISLATORS	3135	2359.09344868204	1.3289003035261
CHEMICAL ENGINEERING	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	1609	1694.892603741	0.94932268655169
CHEMICAL ENGINEERING	MGR-CONSTRUCTION MANAGERS	592	877.317401157832	0.674784290404719
CHEMICAL ENGINEERING	MGR-EDUCATION ADMINISTRATORS	438	2318.63447687335	0.188904290162474
CHEMICAL ENGINEERING	MGR-FINANCIAL MANAGERS	1016	2259.13340997102	0.449729969693571
CHEMICAL ENGINEERING	MGR-FOOD SERVICE MANAGERS	703	729.174870103204	0.964103439138681
CHEMICAL ENGINEERING	MGR-GENERAL AND OPERATIONS MANAGERS	3093	2045.04502004453	1.51243614183743
CHEMICAL ENGINEERING	MGR-HUMAN RESOURCES MANAGERS	330	748.253500298707	0.441027004709316
CHEMICAL ENGINEERING	MGR-MARKETING AND SALES MANAGERS	2867	2273.88628410534	1.26083701724249
CHEMICAL ENGINEERING	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	484	1276.39762588307	0.379192181327622
CHEMICAL ENGINEERING	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	14740	6944.68715434655	2.12248581864116
CHEMICAL ENGINEERING	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	252	670.945224745883	0.375589527588402
CHEMICAL ENGINEERING	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	55	782.201916954513	0.0703143252501111
CHEMICAL ENGINEERING	OFF-CUSTOMER SERVICE REPRESENTATIVES	1230	1566.45710663401	0.785211414210386
CHEMICAL ENGINEERING	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	763	1513.34237553822	0.504182009526192
CHEMICAL ENGINEERING	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	122	1704.23097577848	0.0715865406355915
CHEMICAL ENGINEERING	PRT-POLICE OFFICERS	173	1074.62156528613	0.160986905147336
CHEMICAL ENGINEERING	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	1247	1690.69106702618	0.737568219481633
CHEMICAL ENGINEERING	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	1346	2500.73273160415	0.538242245158512
CHEMICAL ENGINEERING	SAL-INSURANCE SALES AGENTS	374	880.817463916792	0.424605568487378
CHEMICAL ENGINEERING	SAL-REAL ESTATE BROKERS AND SALES AGENTS	109	927.933131285848	0.117465360730204
CHEMICAL ENGINEERING	SAL-RETAIL SALESPERSONS	514	1706.89803821485	0.301131050884307
CHEMICAL ENGINEERING	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	607	1128.94926176394	0.537668095952857
CHEMICAL ENGINEERING	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	3363	2527.69563678279	1.3304608161924
CHEMICAL ENGINEERING	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	497	774.741449153054	0.641504337406137
CIVIL ENGINEERING	BUS-HUMAN RESOURCES WORKERS	544	2101.76511655474	0.258830064175647
CIVIL ENGINEERING	BUS-MANAGEMENT ANALYSTS	2687	2985.02094252262	0.900161188728289
CIVIL ENGINEERING	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	297	1174.33595672669	0.252908887187487
CIVIL ENGINEERING	CMM-COMPUTER OCCUPATIONS, ALL OTHER	804	1101.61570835651	0.729837087380937
CIVIL ENGINEERING	CMM-COMPUTER PROGRAMMERS	1394	2134.28306266873	0.65314672846484
CIVIL ENGINEERING	CMM-COMPUTER SUPPORT SPECIALISTS	710	1411.00475474073	0.503187531873668
CIVIL ENGINEERING	CMM-COMPUTER SYSTEMS ANALYSTS	1155	2277.81418433108	0.507065066125746
CIVIL ENGINEERING	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	3959	5746.19987053077	0.688977078626106
CIVIL ENGINEERING	CMS-CLERGY	471	1822.45751311746	0.258442238905376
CIVIL ENGINEERING	CMS-COUNSELORS	22	2599.04604178204	0.008464644198806
CIVIL ENGINEERING	CMS-SOCIAL WORKERS	78	3484.51580572381	0.0223847456429596
CIVIL ENGINEERING	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	690	16076.5281684036	0.0429197145535508
CIVIL ENGINEERING	EDU-OTHER TEACHERS AND INSTRUCTORS	279	1465.65036663618	0.190359178663009
CIVIL ENGINEERING	EDU-POSTSECONDARY TEACHERS	4710	5413.06663222541	0.870116760056144
CIVIL ENGINEERING	EDU-SECONDARY SCHOOL TEACHERS	607	3923.55493409277	0.154706639819318
CIVIL ENGINEERING	ENG-CIVIL ENGINEERS	63766	1677.48557467845	38.0128455126794
CIVIL ENGINEERING	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	1161	1288.34790540372	0.901154102188095
CIVIL ENGINEERING	ENG-MECHANICAL ENGINEERS	1196	1108.1520966604	1.07927422923653
CIVIL ENGINEERING	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	24767	2551.17109734116	9.7080905415604
CIVIL ENGINEERING	ENT-DESIGNERS	3106	2089.746596125	1.48630461021419
CIVIL ENGINEERING	FIN-ACCOUNTANTS AND AUDITORS	1229	4731.52515499055	0.259747113191128
CIVIL ENGINEERING	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	155	987.228913038393	0.157005126119085
CIVIL ENGINEERING	FIN-PERSONAL FINANCIAL ADVISORS	362	1555.35585343045	0.232744165395708
CIVIL ENGINEERING	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	1497	5978.94449277097	0.250378641549523
CIVIL ENGINEERING	MED-PHYSICAL THERAPISTS	142	940.197373539957	0.151032117294003
CIVIL ENGINEERING	MED-PHYSICIANS AND SURGEONS	525	4631.64023909935	0.113350772706407
CIVIL ENGINEERING	MED-REGISTERED NURSES	420	7303.65252235978	0.0575054739685644
CIVIL ENGINEERING	MGR-ARCHITECTURAL AND ENGINEERING MANAGERS	7412	956.66719783256	7.74773088989854
CIVIL ENGINEERING	MGR-CHIEF EXECUTIVES AND LEGISLATORS	5999	3781.8863316783	1.58624545369078
